Household_ID,State,Rural_Urban,Household_Size,Monthly_Income,Education_Level,Employment_Status,Food_Expenditure,Housing_Expenditure,Transport_Expenditure,Healthcare_Expenditure,Other_Expenditures,Total_Expenditure,MPCE,Age_Household_Head,Gender_Household_Head,Electricity_Access,Internet_Access,Cooking_Fuel_Type,Water_Source,Sanitation_Facility,Vehicle_Ownership,Loan_Repayment,Savings,Mobile_Phones_Owned,TV_Ownership,Computer_Ownership,Internet_Data_Usage_GB,Type_of_Employment,Agricultural_Land_Owned,Financial_Aid_Received,Type_of_House,Debt_Amount,Insurance_Coverage
H00765,West Bengal,Rural,9,96703,Secondary,Employed,11316,39450,5749,797,13525,70837,7870.777777777777,43,Female,Yes,No,Electricity,Well,Yes,0,18255,11264,1,Yes,No,78,Government,7,No,Temporary Shelter,172781,Yes
H00766,Uttar Pradesh,Urban,2,26312,Primary,Employed,14177,16047,1816,9924,9780,51744,25872.0,53,Female,Yes,No,Wood,Other,Yes,1,13350,39416,2,Yes,No,157,Self-Employed,5,No,Own House,291559,No
H00767,West Bengal,Urban,9,98376,Primary,Self-Employed,12846,9084,1696,7520,4683,35829,3981.0,26,Female,No,Yes,Electricity,Piped Water,Yes,2,18409,3124,0,Yes,No,93,Private,8,Yes,Rented House,408901,Yes
H00768,Rajasthan,Rural,6,89526,No Schooling,Unemployed,9933,22751,3670,8905,11851,57110,9518.333333333334,60,Male,No,Yes,Electricity,River,No,1,2446,29659,2,No,No,7,Unemployed,8,Yes,Own House,278107,Yes
H00769,Tamil Nadu,Rural,1,49179,Secondary,Self-Employed,7476,17453,855,5822,17596,49202,49202.0,43,Female,Yes,No,LPG,Well,No,2,16183,1364,0,No,Yes,471,Self-Employed,7,No,Rented House,160770,Yes
H00770,Delhi,Rural,4,76442,Primary,Unemployed,15853,21308,528,2077,5823,45589,11397.25,31,Female,No,No,LPG,River,No,0,8752,9147,2,Yes,No,338,Private,0,No,Rented House,487902,Yes
H00771,West Bengal,Rural,1,45379,Higher Secondary,Self-Employed,9928,39968,1513,12364,13388,77161,77161.0,50,Male,Yes,Yes,Electricity,Well,No,2,19035,45085,3,Yes,No,258,Government,5,Yes,Rented House,62415,No
H00772,West Bengal,Rural,6,22297,Primary,Unemployed,4080,31077,9519,12235,4144,61055,10175.833333333334,39,Male,Yes,No,Other,River,No,0,13440,6687,3,No,No,54,Self-Employed,3,No,Rented House,56400,Yes
H00773,Delhi,Rural,4,7011,Postgraduate,Self-Employed,8089,35775,2524,1899,16642,64929,16232.25,71,Female,No,Yes,Wood,Well,No,2,12096,6677,2,No,Yes,398,Self-Employed,3,Yes,Rented House,376875,No
H00774,Tamil Nadu,Urban,3,49014,Postgraduate,Employed,25780,25503,8990,9421,8273,77967,25989.0,62,Female,No,No,Electricity,Piped Water,No,2,16923,17735,0,No,No,35,Unemployed,2,Yes,Temporary Shelter,55450,No
H00775,Maharashtra,Rural,3,16738,Primary,Unemployed,28123,3779,6339,12987,11278,62506,20835.333333333332,27,Female,No,Yes,Wood,Well,Yes,1,6499,45664,1,Yes,No,5,Government,8,No,Own House,349106,Yes
H00776,West Bengal,Urban,9,99333,Secondary,Unemployed,9797,22304,6291,5980,13001,57373,6374.777777777777,62,Male,No,Yes,LPG,Other,No,2,14767,3970,2,No,No,376,Unemployed,1,Yes,Temporary Shelter,443927,Yes
H00777,Delhi,Urban,6,52498,Secondary,Employed,19245,1755,1254,916,14909,38079,6346.5,40,Female,Yes,Yes,Wood,River,No,0,19673,34194,4,Yes,No,41,Government,0,Yes,Own House,464787,No
H00778,Rajasthan,Rural,9,16120,Graduate,Self-Employed,10346,18400,9461,13629,2608,54444,6049.333333333333,26,Male,Yes,Yes,Electricity,River,No,2,11337,9317,1,No,Yes,49,Private,9,Yes,Own House,203679,No
H00779,Rajasthan,Urban,5,13767,Postgraduate,Unemployed,21878,15249,4235,13996,4114,59472,11894.4,55,Male,No,No,Electricity,Other,No,0,15819,49613,4,Yes,Yes,111,Unemployed,2,No,Own House,413794,No
H00780,Uttar Pradesh,Urban,2,27852,Higher Secondary,Unemployed,2904,25600,1738,4286,10751,45279,22639.5,52,Male,No,Yes,Electricity,Other,No,0,15784,17702,2,No,Yes,145,Government,3,No,Temporary Shelter,486796,Yes
H00781,Delhi,Urban,8,84239,Secondary,Self-Employed,19653,38706,2406,865,12178,73808,9226.0,31,Male,Yes,No,Electricity,Piped Water,No,2,19142,705,0,Yes,No,229,Government,3,No,Rented House,118639,No
H00782,Uttar Pradesh,Urban,5,5929,No Schooling,Employed,18788,20222,7899,8046,14867,69822,13964.4,54,Female,Yes,Yes,Other,River,No,1,5311,22443,4,Yes,Yes,210,Self-Employed,5,Yes,Rented House,28842,Yes
H00783,Rajasthan,Urban,2,82487,Postgraduate,Self-Employed,27419,34505,8461,6811,4832,82028,41014.0,67,Male,Yes,Yes,Other,Piped Water,No,2,11452,13103,2,Yes,Yes,496,Unemployed,0,Yes,Temporary Shelter,278675,No
H00784,Tamil Nadu,Urban,4,96575,Higher Secondary,Self-Employed,11974,39968,9910,10600,12502,84954,21238.5,31,Male,Yes,No,Other,River,Yes,2,14574,43357,1,No,No,305,Unemployed,0,No,Rented House,395386,No
H00785,Maharashtra,Rural,9,22438,Higher Secondary,Self-Employed,28140,30148,5101,14805,16200,94394,10488.222222222223,60,Female,No,No,Electricity,River,Yes,1,18279,32189,0,Yes,No,29,Private,1,Yes,Own House,483439,Yes
H00786,Delhi,Urban,4,53515,Secondary,Unemployed,3184,23302,1960,1279,14269,43994,10998.5,53,Male,No,No,Other,Piped Water,No,0,15952,17761,4,Yes,Yes,460,Government,3,Yes,Rented House,234494,Yes
H00787,Gujarat,Urban,4,10744,Higher Secondary,Employed,27322,3623,8169,8619,7463,55196,13799.0,48,Female,No,Yes,Wood,River,No,2,2500,16882,2,No,Yes,294,Self-Employed,6,No,Rented House,383987,No
H00788,Rajasthan,Urban,2,88820,Secondary,Employed,3725,9646,1916,8540,8338,32165,16082.5,76,Male,Yes,Yes,Electricity,River,Yes,1,14718,30129,0,Yes,Yes,115,Government,5,Yes,Rented House,138369,Yes
H00789,Rajasthan,Rural,6,47417,Primary,Self-Employed,13380,14543,8266,1269,12899,50357,8392.833333333334,63,Female,Yes,No,LPG,Piped Water,No,1,2829,13587,0,Yes,Yes,395,Government,8,Yes,Own House,4163,Yes
H00790,Gujarat,Urban,2,12069,Postgraduate,Unemployed,26846,29960,1928,5463,12743,76940,38470.0,28,Male,No,Yes,Electricity,Well,No,0,47,47601,3,No,No,225,Government,6,Yes,Rented House,40794,No
H00791,Karnataka,Rural,7,47359,Graduate,Self-Employed,15057,23785,4878,8151,2345,54216,7745.142857142857,53,Male,No,No,Wood,Piped Water,Yes,1,2364,39142,0,Yes,No,58,Unemployed,4,Yes,Rented House,41787,Yes
H00792,Rajasthan,Urban,3,24799,Primary,Unemployed,24195,13817,8029,13119,14442,73602,24534.0,68,Female,No,Yes,Other,River,No,0,12864,22165,2,No,Yes,75,Government,5,Yes,Rented House,370392,Yes
H00793,West Bengal,Rural,3,98762,Postgraduate,Unemployed,7606,32406,4974,1563,17266,63815,21271.666666666668,29,Male,Yes,Yes,Electricity,Other,No,2,8177,10944,1,Yes,Yes,427,Private,9,Yes,Temporary Shelter,319363,No
H00794,Tamil Nadu,Rural,5,75188,Secondary,Unemployed,5956,24456,3571,4708,4612,43303,8660.6,79,Male,No,Yes,Other,Well,No,1,13347,19423,3,No,Yes,215,Self-Employed,8,No,Temporary Shelter,101243,No
H00795,Delhi,Urban,3,94859,Postgraduate,Unemployed,18555,24777,1055,1955,13280,59622,19874.0,53,Female,Yes,No,Electricity,Other,Yes,2,7931,25497,2,Yes,No,131,Self-Employed,0,No,Rented House,497247,Yes
H00796,Gujarat,Urban,2,12597,Secondary,Employed,26849,21914,9047,719,16190,74719,37359.5,54,Male,No,Yes,Wood,Well,Yes,1,19186,46057,2,Yes,No,419,Government,8,Yes,Temporary Shelter,372368,Yes
H00797,West Bengal,Rural,9,52093,Primary,Unemployed,20690,30553,2063,5663,10588,69557,7728.555555555556,53,Male,No,No,Electricity,Other,No,1,12841,17428,2,Yes,No,497,Self-Employed,5,No,Temporary Shelter,24448,Yes
H00798,Gujarat,Urban,2,42226,No Schooling,Unemployed,27734,24548,1540,14922,2009,70753,35376.5,50,Female,No,No,Other,Well,Yes,2,11844,43839,4,No,Yes,303,Government,3,No,Own House,200224,No
H00799,Delhi,Rural,2,77127,No Schooling,Self-Employed,28282,38265,3186,11936,12904,94573,47286.5,43,Female,Yes,Yes,Other,Piped Water,Yes,1,8594,38833,4,Yes,No,397,Unemployed,4,No,Temporary Shelter,496925,No
H00800,Uttar Pradesh,Rural,8,96369,Postgraduate,Self-Employed,18081,7727,3053,10714,2078,41653,5206.625,50,Female,Yes,No,Wood,Well,Yes,2,13418,45489,1,Yes,Yes,80,Self-Employed,0,Yes,Temporary Shelter,228356,Yes
H00801,Delhi,Rural,9,82362,No Schooling,Employed,28347,33427,2279,14888,17763,96704,10744.888888888889,61,Female,Yes,No,Electricity,Well,No,2,2086,29815,2,No,Yes,304,Unemployed,6,No,Rented House,318581,Yes
H00802,Karnataka,Rural,7,31417,Secondary,Self-Employed,2421,17692,575,7433,19046,47167,6738.142857142857,51,Female,Yes,Yes,LPG,Well,Yes,0,10419,39216,4,No,No,66,Unemployed,7,Yes,Own House,28299,Yes
H00803,Delhi,Rural,3,23693,Higher Secondary,Unemployed,7540,32625,4826,1302,14606,60899,20299.666666666668,54,Male,Yes,No,Electricity,River,Yes,2,11602,17680,4,No,Yes,229,Private,4,No,Own House,434335,No
H00804,Delhi,Urban,9,84674,Secondary,Self-Employed,27785,25918,6335,797,10340,71175,7908.333333333333,75,Female,Yes,No,Wood,Other,Yes,0,11182,923,4,Yes,No,470,Private,1,No,Own House,77093,No
H00805,Karnataka,Rural,3,58161,Higher Secondary,Employed,18288,16577,5557,14147,13431,68000,22666.666666666668,77,Male,No,Yes,LPG,Piped Water,No,2,12835,26572,1,Yes,No,332,Self-Employed,7,Yes,Temporary Shelter,169720,Yes
H00806,Tamil Nadu,Rural,5,7169,Primary,Self-Employed,17966,20619,2849,3473,1859,46766,9353.2,54,Female,Yes,Yes,Wood,Other,Yes,1,17533,7184,1,Yes,Yes,392,Government,9,No,Rented House,407312,Yes
H00807,Rajasthan,Urban,9,89092,Graduate,Self-Employed,17882,34710,3273,12441,4742,73048,8116.444444444444,27,Male,No,Yes,Electricity,Other,Yes,2,16446,12555,2,No,Yes,276,Government,6,Yes,Own House,125113,Yes
H00808,Delhi,Rural,3,27052,Higher Secondary,Employed,6675,38388,2762,5981,16964,70770,23590.0,67,Male,Yes,No,LPG,Piped Water,No,1,3153,10707,3,No,No,360,Government,9,No,Own House,361461,Yes
H00809,Karnataka,Urban,7,76849,No Schooling,Employed,11082,17195,3729,10997,19616,62619,8945.57142857143,31,Female,No,No,Wood,River,Yes,0,9200,17019,2,Yes,No,71,Government,8,No,Temporary Shelter,467495,No
H00810,West Bengal,Urban,1,78851,Secondary,Unemployed,15009,28689,892,6456,3209,54255,54255.0,73,Male,No,Yes,Other,Well,Yes,1,10223,47104,4,Yes,No,208,Private,3,No,Own House,400607,Yes
H00811,Uttar Pradesh,Urban,4,13036,Primary,Self-Employed,29843,12154,1608,7458,19306,70369,17592.25,33,Male,Yes,No,LPG,River,Yes,2,10273,19494,4,No,No,271,Government,8,No,Rented House,246935,Yes
H00812,Uttar Pradesh,Rural,4,36778,No Schooling,Unemployed,8748,30412,4862,10580,13291,67893,16973.25,77,Female,No,Yes,LPG,River,No,1,751,49104,0,No,No,143,Government,3,Yes,Own House,337035,No
H00813,Delhi,Rural,7,32734,Primary,Self-Employed,8103,22341,5688,14412,17551,68095,9727.857142857143,65,Female,Yes,Yes,Wood,Well,No,0,8849,10919,2,No,No,250,Unemployed,2,Yes,Rented House,456046,Yes
H00814,Tamil Nadu,Rural,8,28173,Graduate,Self-Employed,19857,33018,9302,13217,19380,94774,11846.75,66,Female,Yes,Yes,Other,Other,Yes,1,17084,12069,4,Yes,No,283,Government,2,No,Rented House,463999,Yes
H00815,Tamil Nadu,Urban,1,35403,Secondary,Unemployed,21627,10145,5557,8980,3999,50308,50308.0,37,Female,Yes,No,LPG,Well,Yes,1,16220,17433,4,No,Yes,178,Government,9,Yes,Rented House,302430,Yes
H00816,West Bengal,Rural,5,71321,Postgraduate,Self-Employed,20565,23223,4498,6754,12190,67230,13446.0,39,Male,Yes,No,Wood,Piped Water,Yes,2,10348,11800,3,No,No,439,Private,1,No,Temporary Shelter,202898,Yes
H00817,Delhi,Urban,7,76675,Secondary,Self-Employed,28025,3880,9364,12864,8580,62713,8959.0,78,Male,No,Yes,LPG,Well,Yes,2,17924,31892,0,No,Yes,79,Self-Employed,9,Yes,Temporary Shelter,492828,Yes
H00818,Uttar Pradesh,Rural,4,11344,Graduate,Self-Employed,21480,22271,7066,9799,1689,62305,15576.25,29,Male,Yes,Yes,LPG,Other,Yes,1,19416,33411,2,No,Yes,56,Unemployed,2,Yes,Rented House,239060,Yes
H00819,Tamil Nadu,Urban,4,23800,Secondary,Employed,25030,34313,4177,14357,14408,92285,23071.25,53,Male,No,No,LPG,River,Yes,0,6167,36768,1,Yes,No,365,Unemployed,7,Yes,Rented House,353497,No
H00820,Delhi,Rural,4,30372,Postgraduate,Unemployed,29832,14304,6296,8202,13251,71885,17971.25,59,Male,No,Yes,Other,River,No,1,6364,12045,2,No,No,307,Self-Employed,7,No,Own House,111027,Yes
H00821,Gujarat,Rural,6,66516,Higher Secondary,Employed,13348,35695,6863,5046,15214,76166,12694.333333333334,51,Male,No,No,Electricity,Well,Yes,0,1983,37092,2,Yes,No,173,Unemployed,1,Yes,Own House,299739,No
H00822,Tamil Nadu,Rural,7,25538,Primary,Unemployed,11782,31225,8623,13114,1525,66269,9467.0,51,Female,Yes,Yes,Electricity,Piped Water,Yes,0,14629,46626,3,Yes,No,461,Government,1,Yes,Own House,128840,No
H00823,Karnataka,Urban,2,68918,Postgraduate,Unemployed,7882,21536,8722,11782,571,50493,25246.5,32,Male,No,Yes,Other,Other,Yes,0,16288,47817,2,No,No,237,Government,1,No,Temporary Shelter,62740,No
H00824,Gujarat,Urban,5,19973,No Schooling,Self-Employed,24366,31831,8190,11832,6046,82265,16453.0,56,Male,Yes,No,Other,River,No,1,11273,35734,3,No,Yes,491,Self-Employed,9,No,Own House,313073,No
H00825,Rajasthan,Rural,4,76155,Graduate,Unemployed,7798,12673,1900,10021,3185,35577,8894.25,44,Male,No,No,Wood,Well,Yes,0,7648,18730,3,Yes,Yes,165,Private,6,No,Rented House,32827,Yes
H00826,Tamil Nadu,Rural,3,64500,Higher Secondary,Employed,11627,22917,4571,9386,9885,58386,19462.0,34,Female,Yes,No,LPG,Piped Water,No,1,7894,41136,4,No,No,83,Private,5,Yes,Rented House,26209,Yes
H00827,Uttar Pradesh,Urban,7,41575,No Schooling,Employed,10415,28829,9308,14071,18732,81355,11622.142857142857,37,Female,Yes,No,Other,Piped Water,Yes,0,13305,25044,1,Yes,No,492,Unemployed,0,Yes,Temporary Shelter,498506,Yes
H00828,Maharashtra,Urban,6,47261,No Schooling,Employed,26795,16372,3286,4998,11076,62527,10421.166666666666,53,Female,Yes,No,Wood,River,Yes,0,12925,23460,3,No,No,47,Private,1,Yes,Temporary Shelter,97654,Yes
H00829,Gujarat,Urban,7,32716,Graduate,Unemployed,14466,26938,7669,6805,2522,58400,8342.857142857143,59,Female,Yes,Yes,Electricity,River,Yes,1,18698,12913,0,Yes,No,126,Private,0,Yes,Own House,371091,No
H00830,Rajasthan,Rural,5,8236,Higher Secondary,Employed,11846,3663,1370,10451,16331,43661,8732.2,78,Male,No,Yes,Electricity,Other,Yes,2,10327,49600,0,Yes,Yes,168,Private,6,Yes,Temporary Shelter,473968,No
H00831,West Bengal,Urban,6,20848,No Schooling,Unemployed,14720,10465,4696,13667,13440,56988,9498.0,32,Male,No,No,Electricity,Piped Water,Yes,2,18033,4701,1,Yes,Yes,353,Private,5,Yes,Rented House,73396,No
H00832,West Bengal,Rural,5,7352,No Schooling,Employed,26840,4326,3239,12964,18182,65551,13110.2,53,Male,Yes,No,Electricity,Other,Yes,1,11411,13030,3,No,Yes,373,Private,1,No,Rented House,210033,Yes
H00833,Uttar Pradesh,Urban,7,6932,Higher Secondary,Employed,11145,4659,1440,3186,4602,25032,3576.0,55,Female,No,Yes,Wood,Piped Water,No,1,6900,4433,1,Yes,No,442,Private,1,Yes,Temporary Shelter,407022,No
H00834,Tamil Nadu,Rural,2,81449,Secondary,Unemployed,6524,28594,840,600,17788,54346,27173.0,65,Male,Yes,Yes,LPG,Piped Water,Yes,2,16137,5499,4,Yes,No,348,Private,1,Yes,Rented House,375398,Yes
H00835,Delhi,Urban,5,13556,No Schooling,Employed,8559,5763,7922,3055,3526,28825,5765.0,54,Male,Yes,No,Wood,Well,Yes,2,3800,17939,0,No,No,66,Unemployed,7,Yes,Temporary Shelter,221519,No
H00836,Tamil Nadu,Urban,6,91836,Primary,Self-Employed,9620,24121,4633,10616,7209,56199,9366.5,46,Male,No,No,LPG,River,Yes,2,2478,40304,2,No,Yes,329,Government,6,No,Rented House,418622,Yes
H00837,Uttar Pradesh,Urban,6,10498,Higher Secondary,Unemployed,21158,11828,1159,3612,6469,44226,7371.0,45,Female,Yes,Yes,Electricity,Piped Water,No,1,9967,20295,0,Yes,Yes,339,Private,0,Yes,Own House,165432,No
H00838,West Bengal,Urban,5,81118,No Schooling,Unemployed,24057,12221,3957,256,3120,43611,8722.2,36,Female,Yes,No,Other,Other,Yes,0,10158,27948,3,Yes,Yes,193,Government,3,No,Temporary Shelter,250140,No
H00839,Tamil Nadu,Urban,7,55098,Graduate,Unemployed,5124,12211,3475,8222,3146,32178,4596.857142857143,35,Female,Yes,Yes,Other,River,No,1,7054,23793,1,No,No,154,Self-Employed,3,Yes,Temporary Shelter,80000,Yes
H00840,West Bengal,Rural,8,69386,Postgraduate,Self-Employed,10671,14569,9741,2075,5365,42421,5302.625,26,Male,Yes,Yes,Other,Other,Yes,2,6059,47815,0,Yes,Yes,159,Government,6,No,Temporary Shelter,489339,No
H00841,Gujarat,Urban,7,14569,Primary,Unemployed,13706,32358,953,4743,2789,54549,7792.714285714285,74,Male,Yes,No,LPG,River,Yes,0,9959,46829,2,No,No,183,Self-Employed,1,No,Rented House,38865,No
H00842,Rajasthan,Urban,5,61882,Postgraduate,Employed,19737,38860,8684,4498,7870,79649,15929.8,65,Male,No,Yes,Electricity,River,No,1,12007,40954,2,No,Yes,265,Unemployed,3,No,Own House,137530,Yes
H00843,Delhi,Urban,1,75393,Postgraduate,Employed,29898,7022,5942,3968,14354,61184,61184.0,26,Male,No,Yes,Wood,Piped Water,No,2,8433,36550,1,No,No,167,Government,0,Yes,Temporary Shelter,271295,No
H00844,Gujarat,Rural,5,5340,No Schooling,Employed,14070,14515,1318,5952,10177,46032,9206.4,58,Female,No,Yes,Other,Well,Yes,1,6209,1954,1,Yes,No,144,Self-Employed,3,No,Rented House,185941,No
H00845,West Bengal,Urban,2,48949,Primary,Unemployed,27465,7159,5368,5033,11843,56868,28434.0,27,Male,Yes,No,LPG,Piped Water,No,0,7115,31658,0,No,No,185,Government,0,Yes,Temporary Shelter,392903,No
H00846,West Bengal,Rural,5,87302,Primary,Employed,22238,22691,512,12689,18324,76454,15290.8,40,Female,Yes,Yes,Other,River,No,2,13068,3085,3,Yes,No,373,Unemployed,1,No,Rented House,233542,No
H00847,Maharashtra,Urban,5,67443,Secondary,Unemployed,10134,25904,8227,1553,1265,47083,9416.6,75,Male,Yes,No,Wood,Piped Water,Yes,1,18640,43685,4,Yes,Yes,352,Government,1,Yes,Own House,334168,Yes
H00848,Maharashtra,Urban,2,96668,Postgraduate,Employed,2924,4044,1420,10802,13171,32361,16180.5,28,Female,Yes,Yes,Electricity,Piped Water,Yes,0,3368,19378,2,No,Yes,261,Self-Employed,9,No,Rented House,417757,Yes
H00849,Gujarat,Rural,5,79027,Primary,Self-Employed,20554,10612,5420,5187,16658,58431,11686.2,47,Male,Yes,Yes,Wood,River,Yes,0,16128,40364,1,No,Yes,422,Private,2,No,Rented House,124001,No
H00850,Karnataka,Urban,4,5138,Secondary,Self-Employed,28478,6636,2918,6797,4592,49421,12355.25,74,Male,Yes,Yes,Electricity,River,No,1,2827,33426,4,No,No,494,Private,7,Yes,Temporary Shelter,415019,Yes
H00851,Gujarat,Rural,1,5358,Higher Secondary,Self-Employed,7506,12593,6975,14891,13475,55440,55440.0,44,Female,No,Yes,Electricity,Piped Water,Yes,0,15990,19380,4,No,Yes,273,Private,5,No,Rented House,43183,No
H00852,Maharashtra,Rural,3,80250,Secondary,Self-Employed,15650,3892,2517,4511,9841,36411,12137.0,49,Female,Yes,Yes,Electricity,Piped Water,Yes,2,2487,34122,4,Yes,No,456,Unemployed,5,Yes,Temporary Shelter,175848,Yes
H00853,West Bengal,Urban,1,90376,Graduate,Unemployed,4395,22672,8457,10994,12834,59352,59352.0,54,Male,No,No,Other,Piped Water,No,0,19987,15767,3,Yes,Yes,327,Private,8,No,Rented House,324467,No
H00854,Uttar Pradesh,Rural,5,35654,No Schooling,Employed,26604,6812,9920,3134,16577,63047,12609.4,42,Male,Yes,No,Wood,Other,No,1,19905,18165,1,No,Yes,344,Unemployed,7,No,Own House,386122,No
H00855,Gujarat,Urban,4,30879,Higher Secondary,Self-Employed,17310,32085,5292,222,16335,71244,17811.0,66,Male,No,Yes,Other,Piped Water,Yes,2,13347,48946,2,Yes,No,222,Private,1,Yes,Rented House,90254,Yes
H00856,West Bengal,Urban,7,86532,Higher Secondary,Unemployed,10226,1654,7330,10594,3166,32970,4710.0,35,Female,Yes,No,Wood,Other,No,0,16277,21755,1,No,No,41,Unemployed,5,Yes,Temporary Shelter,142242,No
H00857,Uttar Pradesh,Rural,5,60778,Graduate,Self-Employed,13781,18143,2934,1409,6468,42735,8547.0,53,Male,No,No,LPG,Well,No,0,1643,10106,0,Yes,No,3,Unemployed,0,Yes,Rented House,214038,No
H00858,Uttar Pradesh,Rural,4,42772,Secondary,Self-Employed,7515,2798,3368,10688,8141,32510,8127.5,41,Female,No,Yes,LPG,Other,No,2,17596,6383,2,Yes,Yes,275,Government,8,No,Rented House,47284,No
H00859,Maharashtra,Rural,2,63478,No Schooling,Unemployed,21054,38927,1938,9140,19065,90124,45062.0,50,Male,Yes,No,Wood,Piped Water,Yes,2,19,41722,1,Yes,No,283,Private,3,Yes,Own House,140332,No
H00860,Gujarat,Rural,4,69353,Secondary,Unemployed,5365,30087,4043,1004,10334,50833,12708.25,47,Male,Yes,No,Wood,Well,Yes,0,675,45176,2,No,Yes,423,Government,3,Yes,Temporary Shelter,400852,Yes
H00861,Tamil Nadu,Urban,2,31762,Primary,Employed,18972,12618,2281,8525,4388,46784,23392.0,76,Male,No,No,Wood,Other,Yes,2,16992,3425,0,Yes,Yes,192,Self-Employed,8,No,Own House,102491,Yes
H00862,Delhi,Urban,8,18283,Secondary,Employed,13410,9446,6843,4616,1340,35655,4456.875,72,Male,Yes,No,Wood,Other,No,1,16445,30883,2,Yes,Yes,103,Private,2,Yes,Rented House,36108,Yes
H00863,Maharashtra,Rural,3,68922,Higher Secondary,Self-Employed,21522,22646,2763,10829,14373,72133,24044.333333333332,44,Female,Yes,Yes,Electricity,River,Yes,0,9457,3243,4,Yes,No,246,Private,4,Yes,Own House,235553,Yes
H00864,Maharashtra,Urban,9,44420,No Schooling,Self-Employed,11095,37591,711,8825,11346,69568,7729.777777777777,69,Female,Yes,No,Other,Well,Yes,1,1154,35905,3,Yes,Yes,299,Private,0,No,Rented House,250533,No
H00865,Tamil Nadu,Urban,4,60568,Secondary,Employed,25047,28200,9199,5341,6399,74186,18546.5,26,Male,No,Yes,Electricity,River,No,0,9820,12517,0,No,No,22,Private,5,No,Rented House,278085,No
H00866,Delhi,Urban,6,90090,No Schooling,Employed,22470,30571,6659,5168,1065,65933,10988.833333333334,48,Male,Yes,Yes,Other,Well,No,1,9818,31400,2,Yes,No,440,Government,2,No,Own House,200043,No
H00867,West Bengal,Urban,5,25219,No Schooling,Unemployed,12361,23538,7527,3871,6505,53802,10760.4,55,Male,No,No,Other,Other,Yes,1,3716,26626,0,No,Yes,302,Government,0,No,Own House,421571,No
H00868,Karnataka,Rural,1,62169,Primary,Employed,10531,21900,831,12128,9656,55046,55046.0,51,Female,No,Yes,Other,River,No,2,5242,28996,4,No,Yes,12,Unemployed,9,No,Rented House,72836,Yes
H00869,Gujarat,Rural,9,79965,Primary,Employed,6270,23356,7360,7492,10974,55452,6161.333333333333,26,Male,Yes,No,Electricity,Piped Water,Yes,0,5022,37543,3,Yes,Yes,143,Government,5,Yes,Own House,242045,Yes
H00870,Karnataka,Urban,1,51840,Higher Secondary,Self-Employed,24403,24023,8544,7201,9687,73858,73858.0,38,Female,No,Yes,Wood,Other,Yes,2,17826,27706,0,Yes,Yes,217,Unemployed,9,No,Own House,349863,Yes
H00871,West Bengal,Rural,8,49695,Graduate,Employed,11906,18392,8669,12431,7726,59124,7390.5,28,Female,Yes,No,Electricity,Well,Yes,2,1653,40016,4,No,No,182,Self-Employed,1,No,Rented House,164805,No
H00872,Rajasthan,Rural,9,89754,No Schooling,Self-Employed,18940,21698,9242,2298,9879,62057,6895.222222222223,73,Female,Yes,No,Electricity,Well,No,0,2502,7651,4,No,No,350,Government,7,No,Temporary Shelter,7444,No
H00873,Maharashtra,Rural,9,82988,Graduate,Employed,26406,27535,6220,14711,6390,81262,9029.111111111111,37,Female,No,Yes,Other,River,No,1,19653,49358,4,No,No,241,Unemployed,1,Yes,Own House,353435,No
H00874,Delhi,Urban,1,63342,Higher Secondary,Unemployed,13279,36450,9633,11309,13613,84284,84284.0,60,Male,No,No,LPG,River,Yes,0,16665,35536,2,Yes,No,192,Private,3,Yes,Own House,240002,No
H00875,Maharashtra,Urban,2,23951,No Schooling,Employed,7452,34757,1227,8644,4811,56891,28445.5,59,Male,No,No,LPG,Well,Yes,0,14086,47780,1,Yes,No,464,Self-Employed,2,Yes,Temporary Shelter,88598,Yes
H00876,Uttar Pradesh,Urban,1,6307,No Schooling,Employed,29842,13476,5475,5261,11946,66000,66000.0,68,Female,No,No,Electricity,Other,Yes,0,3403,2346,0,No,No,271,Unemployed,8,Yes,Own House,260295,Yes
H00877,Maharashtra,Rural,2,85388,Postgraduate,Employed,21951,5711,3743,13226,9348,53979,26989.5,78,Male,No,No,Other,River,Yes,2,1235,39521,1,No,No,374,Self-Employed,1,No,Rented House,407826,Yes
H00878,Maharashtra,Urban,8,95768,Graduate,Self-Employed,28632,7479,1148,9521,19866,66646,8330.75,79,Male,Yes,Yes,Electricity,Piped Water,No,0,13149,44001,4,No,No,164,Private,2,No,Own House,66036,No
H00879,West Bengal,Urban,5,40428,Secondary,Unemployed,22283,32390,5595,3464,6583,70315,14063.0,32,Male,No,Yes,Electricity,Well,Yes,0,14396,7749,1,Yes,No,179,Private,6,No,Rented House,4554,Yes
H00880,West Bengal,Rural,7,97021,Primary,Employed,8477,14161,7114,5635,13098,48485,6926.428571428572,26,Female,Yes,Yes,Wood,Piped Water,Yes,0,14430,49763,4,Yes,Yes,116,Unemployed,3,Yes,Temporary Shelter,25545,No
H00881,West Bengal,Urban,2,80774,Secondary,Self-Employed,25884,33152,7635,8693,17440,92804,46402.0,30,Male,Yes,No,Other,Well,No,1,17169,41309,4,No,Yes,265,Unemployed,5,No,Temporary Shelter,392889,Yes
H00882,Karnataka,Urban,8,43975,Graduate,Unemployed,19400,15635,1509,6891,19903,63338,7917.25,55,Male,No,Yes,LPG,Piped Water,Yes,1,13864,988,3,Yes,No,377,Private,2,Yes,Temporary Shelter,443355,Yes
